AS0 [ -Reserved AS-, ZZ ]
AS620 [ DNIC-ASBLK-00616-00665, US ]
AS621 [ DNIC-ASBLK-00616-00665, US ]
AS622 [ DNIC-ASBLK-00616-00665, US ]
AS623 [ DNIC-ASBLK-00616-00665, US ]
AS624 [ DNIC-ASBLK-00616-00665, US ]
AS625 [ DNIC-ASBLK-00616-00665, US ]
AS626 [ DNIC-ASBLK-00616-00665, US ]
AS627 [ DNIC-ASBLK-00616-00665, US ]
AS628 [ DNIC-ASBLK-00616-00665, US ]
AS629 [ DNIC-ASBLK-00616-00665, US ]
AS630 [ DNIC-ASBLK-00616-00665, US ]
AS631 [ DNIC-ASBLK-00616-00665, US ]
AS632 [ DNIC-ASBLK-00616-00665, US ]
AS633 [ DNIC-ASBLK-00616-00665, US ]
AS634 [ DNIC-ASBLK-00616-00665, US ]
AS635 [ DNIC-ASBLK-00616-00665, US ]
AS636 [ DNIC-ASBLK-00616-00665, US ]
AS637 [ DNIC-ASBLK-00616-00665, US ]
AS638 [ DNIC-ASBLK-00616-00665, US ]
AS639 [ DNIC-ASBLK-00616-00665, US ]
AS640 [ DNIC-ASBLK-00616-00665, US ]
AS641 [ DNIC-ASBLK-00616-00665, US ]
AS642 [ DNIC-ASBLK-00616-00665, US ]
AS643 [ DNIC-ASBLK-00616-00665, US ]
AS644 [ DNIC-ASBLK-00616-00665, US ]
AS645 [ DNIC-ASBLK-00616-00665, US ]
AS646 [ DNIC-ASBLK-00616-00665, US ]
AS647 [ DNIC-ASBLK-00616-00665, US ]
AS648 [ DNIC-ASBLK-00616-00665, US ]
AS649 [ DNIC-ASBLK-00616-00665, US ]
AS650 [ DNIC-ASBLK-00616-00665, US ]
AS651 [ DNIC-ASBLK-00616-00665, US ]
AS652 [ DNIC-ASBLK-00616-00665, US ]
AS653 [ DNIC-ASBLK-00616-00665, US ]
AS654 [ DNIC-ASBLK-00616-00665, US ]
AS655 [ DNIC-ASBLK-00616-00665, US ]
AS656 [ DNIC-ASBLK-00616-00665, US ]
AS657 [ DNIC-ASBLK-00616-00665, US ]
AS658 [ DNIC-ASBLK-00616-00665, US ]
AS659 [ DNIC-ASBLK-00616-00665, US ]
AS660 [ DNIC-ASBLK-00616-00665, US ]
AS661 [ DNIC-ASBLK-00616-00665, US ]
AS662 [ DNIC-ASBLK-00616-00665, US ]
AS663 [ DNIC-ASBLK-00616-00665, US ]
AS664 [ DNIC-ASBLK-00616-00665, US ]
AS665 [ DNIC-ASBLK-00616-00665, US ]
AS666 [ CTNOSC-ASN-666, US ]
AS667 [ DNIC-AS-00667, US ]
AS668 [ DNIC-AS-00668, US ]
AS669 [ OFRIR-IP-INTERNET-AS INRIA, EU ]
AS670 [ DNIC-AS-00670, US ]
AS671 [ DNIC-AS-00671, US ]
AS672 [ DNIC-AS-00672, US ]
AS673 [ DNIC-AS-00673, US ]
AS674 [ BBN-DSI, US ]
AS675 [ MSUS-AS, US ]
AS676 [ United Nations Development Programme, AR ]
AS677 [ ASU-AS, US ]
AS678 [ DNIC-AS-00678, US ]
AS679 [ TUNET-AS Technische Universitaet Wien, AT ]
AS680 [ DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE ]
AS681 [ ERX-KAWAIHIKO-1 The University of Waikato, NZ ]
AS682 [ AS-ORNL-IGRP1-AS, US ]
AS683 [ ARGONNE-AS, US ]
AS684 [ MTSAL-ASN, CA ]
AS685 [ NTTA-685, US ]
AS686 [ OSD-GW-AS, US ]
AS687 [ DNIC-AS-00687, US ]
AS688 [ RECNET-AS, US ]
AS689 [ MERIT-AS-26, US ]
AS690 [ MERIT-AS-27, US ]
AS691 [ PEINET-AS, CA ]
AS692 [ SEMATECH-AS, US ]
AS693 [ NOTRE-DAME-AS, US ]
AS694 [ DNIC-AS-00694, US ]
AS695 [ SWITCH-TEST1 Zurich, Switzerland, EU ]
AS696 [ SWITCH-TEST2 Zurich, Switzerland, EU ]
AS697 [ Gesellschaft fuer Mathematik und Datenverarbeitung, EU ]
AS698 [ ASN-UIUC-REGION-AS, US ]
AS699 [ -Reserved AS-, ZZ ]
AS700 [ ROKNET-AS, US ]
AS701 [ UUNET, US ]
AS702 [ UUNET, US ]
AS703 [ UUNET, US ]
AS704 [ UUNET, US ]
AS705 [ UUNET, US ]
AS706 [ TEST-AUSTIN-IBM-AS, US ]
AS707 [ ELAN-AS, US ]
AS708 [ SB-COMM-AS, US ]
AS709 [ UHEY-NET-AS Royal Air Force Base, EU ]
AS710 [ BENT-NET-AS Royal Air Base, EU ]
AS711 [ SB-COMM-AS, ES ]
AS712 [ ALCON-NET-AS Royal Air Base, EU ]
AS713 [ AFMPCGW-AS, US ]
AS714 [ APPLE-ENGINEERING, US ]
AS715 [ WOODYNET-2, US ]
AS716 [ DNIC-AS-00716, US ]
AS717 [ DNIC-AS-00717, US ]
AS718 [ DNIC-AS-00718, US ]
AS719 [ ELISA-AS Helsinki, Finland, EU ]
AS720 [ WR-LOGDIS-AS, US ]
AS721 [ DNIC-ASBLK-00721-00726, US ]
AS722 [ DNIC-ASBLK-00721-00726, US ]
AS723 [ DNIC-ASBLK-00721-00726, US ]
AS724 [ DNIC-ASBLK-00721-00726, US ]
AS725 [ DNIC-ASBLK-00721-00726, US ]
AS726 [ DNIC-ASBLK-00721-00726, US ]
AS727 [ AFCONC-BLOCK2-AS, US ]
AS728 [ AFCONC-BLOCK2-AS, US ]
AS729 [ AFCONC-BLOCK2-AS, US ]
AS730 [ AFCONC-BLOCK2-AS, US ]
AS731 [ AFCONC-BLOCK2-AS, US ]
AS732 [ AFCONC-BLOCK2-AS, US ]
AS733 [ AFCONC-BLOCK2-AS, US ]
AS734 [ AFCONC-BLOCK2-AS, US ]
AS735 [ AFCONC-BLOCK2-AS, US ]
AS736 [ AFCONC-BLOCK2-AS, US ]
AS737 [ AFCONC-BLOCK2-AS, US ]
AS738 [ AFCONC-BLOCK2-AS, US ]
AS739 [ AFCONC-BLOCK2-AS, US ]
AS740 [ AFCONC-BLOCK2-AS, US ]
AS741 [ AFCONC-BLOCK2-AS, US ]
AS742 [ AFCONC-BLOCK2-AS, US ]
AS743 [ AFCONC-BLOCK2-AS, US ]
AS744 [ AFCONC-BLOCK2-AS, US ]
AS745 [ AFCONC-BLOCK2-AS, US ]
AS746 [ AFCONC-BLOCK2-AS, US ]
AS747 [ DNIC-AS-00747, US ]
AS748 [ DNIC-AS-00748, US ]
AS749 [ DNIC-AS-00749, US ]
AS750 [ MERIT-AS-16, US ]
AS751 [ MERIT-AS-17, US ]
AS752 [ MERIT-AS-18, US ]
AS753 [ MERIT-AS-19, US ]
AS754 [ MERIT-AS-20, US ]
AS755 [ MERIT-AS-21, US ]
AS756 [ MERIT-AS-22, US ]
AS757 [ MERIT-AS-23, US ]
AS758 [ MERIT-AS-24, US ]
AS759 [ MERIT-AS-25, US ]
AS760 [ UNIVIE University of Vienna, Austria, AT ]
AS761 [ TIETORAITTI-AS Seinajoen Tietoraitti Oy, EU ]
AS762 [ WELLFLEET-AS, US ]
AS763 [ SQNT-TEAMNET-AS, US ]
AS764 [ FI-PMO-AS Prime Minister's Office, EU ]
AS765 [ DNIC-AS-00765, US ]
AS766 [ REDIRIS RedIRIS Autonomous System, ES ]
AS767 [ DNIC-AS-00767, US ]
AS768 [ DNIC-AS-00768, US ]
AS769 [ DNIC-AS-00769, US ]
AS770 [ DNIC-AS-00770, US ]
AS771 [ AS771, US ]
AS772 [ DNIC-AS-00772, US ]
AS773 [ PARSONS-PGS-2, US ]
AS774 [ FR-INRIA1 Institut National de Recherche en Informatique, EU ]
AS775 [ FR-INRIA-ROCQ Institut National de Recherche en Informatique, EU ]
AS776 [ FR-INRIA-SOPHIA INRIA Sophia-Antipolis, EU ]
AS777 [ CEA-Saclay, EU ]
AS778 [ FR-INRIA-MONTBONNOT INRIA Rhone-Alpes, EU ]
AS779 [ FR-RENATER Reseau National de telecommunications pour la Technologie, EU ]
AS780 [ FR-ARAMIS IMAG, EU ]
AS781 [ FR-RENATER-LOTHAIRE Reseaux Regionaux StanNet et AmperNet, EU ]
AS782 [ FR-LORIA AS for the &quot; Laboratoire en recherche informatique et ses applications&quot;, EU ]
AS783 [ FR-INRIA2 Institut National de Recherche en Informatique, EU ]
AS784 [ HJFNET-AS, US ]
AS785 [ DNIC-AS-00785, US ]
AS786 [ JANET Jisc Services Limited, GB ]
AS787 [ DNIC-AS-00787, US ]
AS788 [ DNIC-AS-00788, US ]
AS789 [ IN2P3 IN2P3 Autonomous System, EU ]
AS790 [ EUNETFI, EU ]
AS791 [ AINET-AS791, US ]
AS792 [ ORACLE-ASNBLOCK-ASN, US ]
AS793 [ ORACLE-ASNBLOCK-ASN, US ]
AS794 [ ORACLE-ASNBLOCK-ASN, US ]
AS795 [ AMERITECH-AS, US ]
AS796 [ AMERITECH-AS, US ]
AS797 [ AMERITECH-AS, US ]
AS798 [ DNIC-AS-00798, US ]
AS799 [ DNIC-AS-00799, US ]
AS800 [ ONEWEB, US ]
AS801 [ -Reserved AS-, ZZ ]
AS802 [ YORKU-AS, CA ]
AS803 [ SASKTEL, CA ]
AS804 [ ISTS-AS-AS, CA ]
AS805 [ GONET-ASN-2, CA ]
AS806 [ SSC-299-806, CA ]
AS807 [ GONET-ASN-3, CA ]
AS808 [ GONET-ASN-1, CA ]
AS809 [ GONET-ASN-4, CA ]
AS810 [ SSCWEST, CA ]
AS811 [ SSCEAST, CA ]
AS812 [ ROGERS-COMMUNICATIONS, CA ]
AS813 [ UUNET-CANADA, US ]
AS814 [ UUNET-CANADA, US ]
AS815 [ UUNET-CANADA, US ]
AS816 [ MOONV6, US ]
AS817 [ UUNET-CANADA, US ]
AS818 [ DOC-AS, CA ]
AS819 [ LARG-NET, CA ]
AS820 [ SSC-299-Z-820, CA ]
AS821 [ DISC, CA ]
AS822 [ STJOSEPHS-AS, CA ]
AS823 [ UWO-AS, CA ]
AS824 [ GLAXOSMITHKLINE, US ]
AS825 [ CFWS-NET, CA ]
AS826 [ CRTC-GC-AS, CA ]
AS827 [ ALCAN-AS, CA ]
AS828 [ NLC-BNC-GC-AS, CA ]
AS829 [ SUPER48, CA ]
AS830 [ SUPER48, CA ]
AS831 [ SYGMA-EXT-OR, CA ]
AS832 [ SYGMA-EXT-QR, CA ]
AS833 [ GONET-ASN-5, CA ]
AS834 [ -Reserved AS-, ZZ ]
AS835 [ GONET-ASN-6, CA ]
AS836 [ GONET-ASN-7, CA ]
AS837 [ SSC-299-Z-837, CA ]
AS838 [ CANET2-ASN, CA ]
AS839 [ CANET2-ASN, CA ]
AS840 [ CANET2-ASN, CA ]
AS841 [ CANET2-ASN, CA ]
AS842 [ CANET2-ASN, CA ]
AS843 [ VOLTERRA-01, US ]
AS844 [ GONET-ASN-8, CA ]
AS845 [ GONET-ASN-9, CA ]
AS846 [ GONET-ASN-10, CA ]
AS847 [ GONET-ASN-11, CA ]
AS848 [ GONET-ASN-12, CA ]
AS849 [ GONET-ASN-13, CA ]
AS850 [ GONET-ASN-14, CA ]
AS851 [ RISQ-QIX, CA ]
AS852 [ ASN852, CA ]
AS853 [ GONET-ASN-15, CA ]
AS854 [ GONET-ASN-16, CA ]
AS855 [ CANET-ASN-4, CA ]
AS856 [ NBREN, CA ]
AS857 [ GONET-ASN-17, CA ]
AS858 [ GONET-ASN-17, CA ]
AS859 [ GONET-ASN-17, CA ]
AS860 [ GONET-ASN-17, CA ]
AS861 [ GONET-ASN-17, CA ]
AS862 [ GONET-ASN-17, CA ]
AS863 [ GONET-ASN-17, CA ]
AS864 [ GONET-ASN-17, CA ]
AS865 [ GONET-ASN-17, CA ]
AS866 [ GONET-ASN-17, CA ]
AS867 [ GONET-ASN-17, CA ]
AS868 [ GONET-ASN-17, CA ]
AS869 [ GONET-ASN-17, CA ]
AS870 [ GONET-ASN-17, CA ]
AS871 [ GONET-ASN-17, CA ]
AS872 [ GONET-ASN-17, CA ]
AS873 [ GONET-ASN-17, CA ]
AS874 [ GONET-ASN-17, CA ]
AS875 [ GONET-ASN-17, CA ]
AS876 [ GONET-ASN-17, CA ]
AS877 [ GONET-ASN-17, CA ]
AS878 [ GONET-ASN-17, CA ]
AS879 [ GONET-ASN-17, CA ]
AS880 [ GONET-ASN-17, CA ]
AS881 [ GONET-ASN-17, CA ]
AS882 [ GONET-ASN-17, CA ]
AS883 [ GONET-ASN-17, CA ]
AS884 [ GONET-ASN-17, CA ]
AS885 [ GONET-ASN-17, CA ]
AS886 [ GONET-ASN-17, CA ]
AS887 [ GONET-ASN-17, CA ]
AS888 [ GONET-ASN-17, CA ]
AS889 [ GONET-ASN-17, CA ]
AS890 [ GONET-ASN-17, CA ]
AS891 [ GONET-ASN-17, CA ]
AS892 [ GONET-ASN-17, CA ]
AS893 [ GONET-ASN-17, CA ]
AS894 [ GONET-ASN-17, CA ]
AS895 [ GONET-ASN-17, CA ]
AS896 [ GONET-ASN-17, CA ]
AS897 [ GONET-ASN-17, CA ]
AS898 [ GONET-ASN-17, CA ]
AS899 [ GONET-ASN-17, CA ]
AS900 [ GONET-ASN-17, CA ]
AS901 [ GONET-ASN-17, CA ]
AS902 [ GONET-ASN-17, CA ]
AS903 [ GONET-ASN-17, CA ]
AS904 [ GONET-ASN-17, CA ]
AS905 [ GONET-ASN-17, CA ]
AS906 [ GONET-ASN-17, CA ]
AS907 [ GONET-ASN-17, CA ]
AS908 [ GONET-ASN-17, CA ]
AS909 [ GONET-ASN-17, CA ]
AS910 [ GONET-ASN-17, CA ]
AS911 [ GONET-ASN-17, CA ]
AS912 [ GONET-ASN-17, CA ]
AS913 [ GONET-ASN-17, CA ]
AS914 [ GONET-ASN-17, CA ]
AS915 [ GONET-ASN-17, CA ]
AS916 [ GONET-ASN-17, CA ]
AS917 [ GONET-ASN-17, CA ]
AS918 [ GONET-ASN-17, CA ]
AS919 [ GONET-ASN-17, CA ]
AS920 [ GONET-ASN-17, CA ]
AS921 [ GONET-ASN-17, CA ]
AS922 [ GONET-ASN-17, CA ]
AS923 [ GONET-ASN-17, CA ]
AS924 [ GONET-ASN-17, CA ]
AS925 [ GONET-ASN-17, CA ]
AS926 [ GONET-ASN-17, CA ]
AS927 [ GONET-ASN-17, CA ]
AS928 [ GONET-ASN-17, CA ]
AS929 [ GONET-ASN-17, CA ]
AS930 [ GONET-ASN-17, CA ]
AS931 [ GONET-ASN-17, CA ]
AS932 [ GONET-ASN-17, CA ]
AS933 [ GONET-ASN-17, CA ]
AS934 [ GONET-ASN-17, CA ]
AS935 [ GONET-ASN-17, CA ]
AS936 [ GONET-ASN-17, CA ]
AS937 [ GONET-ASN-17, CA ]
AS938 [ GONET-ASN-17, CA ]
AS939 [ GONET-ASN-17, CA ]
AS940 [ GONET-ASN-17, CA ]
AS941 [ GONET-ASN-17, CA ]
AS942 [ GONET-ASN-17, CA ]
AS943 [ GONET-ASN-17, CA ]
AS944 [ GONET-ASN-17, CA ]
AS945 [ GONET-ASN-17, CA ]
AS946 [ GONET-ASN-17, CA ]
AS947 [ GONET-ASN-17, CA ]
AS948 [ GONET-ASN-17, CA ]
AS949 [ GONET-ASN-17, CA ]
AS950 [ GONET-ASN-17, CA ]
AS951 [ GONET-ASN-17, CA ]
AS952 [ GONET-ASN-17, CA ]
AS953 [ GONET-ASN-17, CA ]
AS954 [ GONET-ASN-17, CA ]
AS955 [ GONET-ASN-17, CA ]
AS956 [ GONET-ASN-17, CA ]
AS957 [ GONET-ASN-17, CA ]
AS958 [ GONET-ASN-17, CA ]
AS959 [ GONET-ASN-17, CA ]
AS960 [ GONET-ASN-17, CA ]
AS961 [ GONET-ASN-17, CA ]
AS962 [ GONET-ASN-17, CA ]
AS963 [ GONET-ASN-17, CA ]
AS964 [ GONET-ASN-17, CA ]
AS965 [ GONET-ASN-17, CA ]
AS966 [ GONET-ASN-17, CA ]
AS967 [ GONET-ASN-17, CA ]
AS968 [ GONET-ASN-17, CA ]
AS969 [ GONET-ASN-17, CA ]
AS970 [ GONET-ASN-17, CA ]
AS971 [ GONET-ASN-17, CA ]
AS972 [ GONET-ASN-17, CA ]
AS973 [ GONET-ASN-17, CA ]
AS974 [ GONET-ASN-17, CA ]
AS975 [ GONET-ASN-17, CA ]
AS976 [ GONET-ASN-17, CA ]
AS977 [ GONET-ASN-17, CA ]
AS978 [ GONET-ASN-17, CA ]
AS979 [ GONET-ASN-17, CA ]
AS980 [ GONET-ASN-17, CA ]
AS981 [ GONET-ASN-17, CA ]
AS982 [ GONET-ASN-17, CA ]
AS983 [ GONET-ASN-17, CA ]
AS984 [ GONET-ASN-17, CA ]
AS985 [ GONET-ASN-17, CA ]
AS986 [ GONET-ASN-17, CA ]
AS987 [ GONET-ASN-17, CA ]
AS988 [ GONET-ASN-17, CA ]
AS989 [ GONET-ASN-17, CA ]
AS990 [ GONET-ASN-17, CA ]
AS991 [ GONET-ASN-17, CA ]
AS992 [ GONET-ASN-17, CA ]
AS993 [ GONET-ASN-17, CA ]
AS994 [ GONET-ASN-17, CA ]
AS995 [ GONET-ASN-17, CA ]
AS996 [ GONET-ASN-17, CA ]
AS997 [ GONET-ASN-17, CA ]
AS998 [ GONET-ASN-17, CA ]
AS999 [ GONET-ASN-17, CA ]
AS1000 [ GONET-ASN-17, CA ]
AS1001 [ GONET-ASN-17, CA ]
AS1002 [ GONET-ASN-17, CA ]
AS1003 [ GONET-ASN-17, CA ]
AS1004 [ GONET-ASN-17, CA ]
AS1005 [ GONET-ASN-17, CA ]
AS1006 [ GONET-ASN-17, CA ]
AS1007 [ GONET-ASN-17, CA ]
AS1008 [ GONET-ASN-17, CA ]
AS1009 [ GONET-ASN-17, CA ]
AS1010 [ GONET-ASN-17, CA ]
AS1011 [ GONET-ASN-17, CA ]
AS1012 [ GONET-ASN-17, CA ]
AS1013 [ GONET-ASN-17, CA ]
AS1014 [ GONET-ASN-17, CA ]
AS1015 [ GONET-ASN-17, CA ]
AS1016 [ GONET-ASN-17, CA ]
AS1017 [ GONET-ASN-17, CA ]
AS1018 [ GONET-ASN-17, CA ]
AS1019 [ GONET-ASN-17, CA ]
AS1020 [ GONET-ASN-17, CA ]
AS1021 [ GONET-ASN-17, CA ]
AS1022 [ GONET-ASN-17, CA ]
AS1023 [ GONET-ASN-17, CA ]
AS1024 [ GONET-ASN-17, CA ]
AS1025 [ GONET-ASN-17, CA ]
AS1026 [ GONET-ASN-17, CA ]
AS1027 [ GONET-ASN-17, CA ]
AS1028 [ GONET-ASN-17, CA ]
AS1029 [ GONET-ASN-17, CA ]
AS1030 [ GONET-ASN-17, CA ]
AS1031 [ GONET-ASN-17, CA ]
AS1032 [ GONET-ASN-17, CA ]
AS1033 [ GONET-ASN-17, CA ]
AS1034 [ GONET-ASN-17, CA ]
AS1035 [ GONET-ASN-17, CA ]
AS1036 [ GONET-ASN-17, CA ]
AS1037 [ GONET-ASN-17, CA ]
AS1038 [ GONET-ASN-17, CA ]
AS1039 [ GONET-ASN-17, CA ]
AS1040 [ GONET-ASN-17, CA ]
AS1041 [ GONET-ASN-17, CA ]
AS1042 [ GONET-ASN-17, CA ]
AS1043 [ GONET-ASN-17, CA ]
AS1044 [ GONET-ASN-17, CA ]
AS1045 [ GONET-ASN-17, CA ]
AS1046 [ GONET-ASN-17, CA ]
AS1047 [ GONET-ASN-17, CA ]
AS1048 [ GONET-ASN-17, CA ]
AS1049 [ GONET-ASN-17, CA ]
AS1050 [ GONET-ASN-17, CA ]
AS1051 [ GONET-ASN-17, CA ]
AS1052 [ GONET-ASN-17, CA ]
AS1053 [ GONET-ASN-17, CA ]
AS1054 [ GONET-ASN-17, CA ]
AS1055 [ GONET-ASN-17, CA ]
AS1056 [ GONET-ASN-17, CA ]
AS1057 [ GONET-ASN-17, CA ]
AS1058 [ GONET-ASN-17, CA ]
AS1059 [ GONET-ASN-17, CA ]
AS1060 [ GONET-ASN-17, CA ]
AS1061 [ GONET-ASN-17, CA ]
AS1062 [ GONET-ASN-17, CA ]
AS1063 [ GONET-ASN-17, CA ]
AS1064 [ GONET-ASN-17, CA ]
AS1065 [ GONET-ASN-17, CA ]
AS1066 [ GONET-ASN-17, CA ]
AS1067 [ GONET-ASN-17, CA ]
AS1068 [ GONET-ASN-17, CA ]
AS1069 [ GONET-ASN-17, CA ]
AS1070 [ GONET-ASN-17, CA ]
AS1071 [ GONET-ASN-17, CA ]
AS1072 [ GONET-ASN-17, CA ]
AS1073 [ GONET-ASN-17, CA ]
AS1074 [ GONET-ASN-17, CA ]
AS1075 [ GONET-ASN-17, CA ]
AS1076 [ GONET-ASN-17, CA ]
AS1077 [ GONET-ASN-17, CA ]
AS1078 [ GONET-ASN-17, CA ]
AS1079 [ GONET-ASN-17, CA ]
AS1080 [ GONET-ASN-17, CA ]
AS1081 [ GONET-ASN-17, CA ]
AS1082 [ GONET-ASN-17, CA ]
AS1083 [ GONET-ASN-17, CA ]
AS1084 [ GONET-ASN-17, CA ]
AS1085 [ GONET-ASN-17, CA ]
AS1086 [ GONET-ASN-17, CA ]
AS1087 [ GONET-ASN-17, CA ]
AS1088 [ GONET-ASN-17, CA ]
AS1089 [ GONET-ASN-17, CA ]
AS1090 [ GONET-ASN-17, CA ]
AS1091 [ GONET-ASN-17, CA ]
AS1092 [ GONET-ASN-17, CA ]
AS1093 [ GONET-ASN-17, CA ]
AS1094 [ GONET-ASN-17, CA ]
AS1095 [ GONET-ASN-17, CA ]
AS1096 [ GONET-ASN-17, CA ]
AS1097 [ GONET-ASN-17, CA ]
AS1098 [ GONET-ASN-17, CA ]
AS1099 [ GONET-ASN-17, CA ]
AS1100 [ GONET-ASN-17, CA ]
AS1101 [ IP-EEND-AS IP-EEND BV, NL ]
AS1102 [ SMEERBOEL-AS SMEERBOEL BV, NL ]
AS1103 [ SURFNET-NL SURFnet, The Netherlands, NL ]
AS1104 [ NIKHEF Nikhef, EU ]
AS1105 [ SURFNET-L3VPN-AS SURFnet BV, NL ]
AS1106 [ SURFNET-AS SURFnet BV, NL ]
AS1107 [ SURFNET-AS SURFnet BV, NL ]
AS1108 [ SURFNET-AS SURFnet BV, NL ]
AS1109 [ UNI-SALZBURG University of Salzburg, AT ]
AS1110 [ University of Innsbruck, AT ]
AS1111 [ University of Klagenfurt, AT ]
AS1112 [ Montanuniversitaet Leoben, AT ]
AS1113 [ TUGNET Technische Universitaet Graz, AT ]
AS1114 [ Universitaet Graz, AT ]
AS1115 [ Austrian Academy of Sciences, AT ]
AS1116 [ MDWNET Universitaet f. Musik und darstellende Kunst Wien, AT ]
AS1117 [ BOKU Universitaet fuer Bodenkultur Wien, EU ]
AS1118 [ ASN-Graz, EU ]
AS1119 [ ACOnet Testing AS, EU ]
AS1120 [ ACONET_SERVICES ACOnet Services @ Vienna Internet eXchange, EU ]
AS1121 [ VIX-RS VIX Route Server, EU ]
AS1122 [ ACONET-AS for TNC17, EU ]
AS1123 [ Technikum Vorarlberg, EU ]
AS1124 [ UVA-NL Universiteit van Amsterdam, EU ]
AS1125 [ SURFnet Test Network, NL ]
AS1126 [ VANCIS Vancis Advanced ICT Services, EU ]
AS1127 [ SURFnet Multicast Test ASN, NL ]
AS1128 [ TUDELFT-NL DTO TUDELFT, The Netherlands - AS, NL ]
AS1129 [ SURFNET-AS SURFnet BV, NL ]
AS1130 [ SURFnet VPN TEST ASN, NL ]
AS1131 [ SURFNET-AS SURFnet BV, NL ]
AS1132 [ METEOGROUP-AS MeteoGroup Nederland B.V., NL ]
AS1133 [ UTWENTE-AS University Twente, NL ]
AS1134 [ KPNM-, NL ]
AS1135 [ Veronica Interactive Plaza, EU ]
AS1136 [ KPN KPN National, EU ]
AS1137 [ UNIP, EU ]
AS1138 [ UNUSED, NL ]
AS1139 [ AMOLF, NL ]
AS1140 [ SIDN, NL ]
AS1141 [ TUE-SPACELABS Eindhoven University of Technology, NL ]
AS1142 [ WKAPNET Springer Science and Business Media B.V., NL ]
AS1143 [ NOTINUSE-AS currently not in use, NL ]
AS1144 [ SURFNET-AS SURFnet BV, NL ]
AS1145 [ KENNISNET-AS Kennisnet, NL ]
AS1146 [ OS3-AS OS3, NL ]
AS1147 [ MCL-AS Medisch Centrum Leeuwarden, NL ]
AS1148 [ LOFAR-AS Stichting LOFAR, NL ]
AS1149 [ SURFNET-AS Tijdelijk uitgeleend aan UTWENTE voor onderzoek, NL ]
AS1150 [ SURFNET-AS, NL ]
AS1151 [ SURFNET-AS SURFnet BV, NL ]
AS1152 [ SIVON-AS the Netherlands, NL ]
AS1153 [ SURFNET-AS SURFnet BV, NL ]
AS1154 [ SURFNET-AS SURFnet BV, NL ]
AS1155 [ SURFnet5 Test-AS, NL ]
AS1156 [ SURFNET-AS SURFnet BV, NL ]
AS1157 [ SURFNET-AS SURFnet BV, NL ]
AS1158 [ SURFNET-AS SURFnet BV, NL ]
AS1159 [ SURFNET-AS SURFnet BV, NL ]
AS1160 [ SURFNET-AS SURFnet BV, NL ]
AS1161 [ AS-TUE Technische Universiteit Eindhoven (TU/e), NL ]
AS1162 [ SURFSARA-AS Science Park 140, NL ]
AS1163 [ SURFNET-AS SURFnet BV, NL ]
AS1164 [ SURFNET-AS SURFnet BV, NL ]
AS1165 [ SURFNET-AS SURFnet BV, NL ]
AS1166 [ NETSURF-AS netSURF BV, NL ]
AS1167 [ SURFNET-AS SURFnet BV, NL ]
AS1168 [ SURFNET-AS SURFnet BV, NL ]
AS1169 [ SURFNET-AS SURFnet BV, NL ]
AS1170 [ SURFNET-AS SURFnet BV, NL ]
AS1171 [ SURFNET-AS SURFnet BV, NL ]
AS1172 [ SURFNET-AS SURFnet BV, NL ]
AS1173 [ SURFNET-AS SURFnet BV, NL ]
AS1174 [ SURFNET-AS SURFnet BV, NL ]
AS1175 [ SURFNET-AS SURFnet BV, NL ]
AS1176 [ SURFNET-AS SURFnet BV, NL ]
AS1177 [ SURFNET-AS SURFnet BV, NL ]
AS1178 [ SURFNET-AS SURFnet BV, NL ]
AS1179 [ SURFNET-AS SURFnet BV, NL ]
AS1180 [ SURFNET-AS SURFnet BV, NL ]
AS1181 [ SURFNET-AS SURFnet BV, NL ]
AS1182 [ SURFNET-AS SURFnet BV, NL ]
AS1183 [ SURFNET-AS SURFnet BV, NL ]
AS1184 [ SURFNET-AS SURFnet BV, NL ]
AS1185 [ SURFNET-AS SURFnet BV, NL ]
AS1186 [ SURFNET-AS SURFnet BV, NL ]
AS1187 [ SURFNET-AS SURFnet BV, NL ]
AS1188 [ SURFNET-AS SURFnet BV, NL ]
AS1189 [ SURFNET-AS SURFnet BV, NL ]
AS1190 [ SURFNET-CTIT-QBONE-AS, NL ]
AS1191 [ SURFNET-AS SURFnet BV, NL ]
AS1192 [ SURFNET-AS SURFnet BV, NL ]
AS1193 [ SURFNET-AS SURFnet BV, NL ]
AS1194 [ SURFNET-AS SURFnet BV, NL ]
AS1195 [ SURFNET-AS SURFnet BV, NL ]
AS1196 [ SURFNET-AS SURFnet BV, NL ]
AS1197 [ NETWORKABILITY, IE ]
AS1198 [ BELSURF, NL ]
AS1199 [ SPEELTUIN-AS SURFnet, NL ]
AS1200 [ AMS-IX1, NL ]
AS1201 [ ASN-ODU-AS-AS, US ]
AS1202 [ AS1202, US ]
AS1203 [ ITALTEL-AS Italtel Sit, EU ]
AS1204 [ SUNYNET-ASN-AS, US ]
AS1205 [ JKU-LINZ-AS University Linz, AT ]
AS1206 [ PSCNET-HS-AS, US ]
AS1207 [ PSCNET-HS-TEST-AS, US ]
AS1208 [ DNIC-AS-01208, US ]
AS1209 [ DNIC-AS-01209, US ]
AS1210 [ 3RD-US-ARMY-ASN, US ]
AS1211 [ DNIC-AS-01211, US ]
AS1212 [ DNIC-AS-01212, US ]
AS1213 [ HEANET, IE ]
